# Vayyar & Minicircuits VNAKit
# Frequency range: [2000 - 2700 (mhz)], 1001 measurements.
# RBW: 2(khz); OutputPower: -10(dbm); transmitting from trPort 3

FREQUENCY(MHZ),1_I,1_Q,2_I,2_Q,3_I,3_Q,4_I,4_Q,5_I,5_Q,6_I,6_Q
2015.4,0.000460001,-0.0028857,0.049908,-0.00563318,0,0,-0.040403,0.034215,-0.000269265,-0.00110191,0.0772802,0.0331953
2016.1,0.000350182,-0.00291654,0.049888,-0.00605111,0,0,-0.0396043,0.0351627,-0.000280301,-0.00107814,0.0782872,0.0309159
2016.8,0.000237253,-0.00298852,0.0499501,-0.00652513,0,0,-0.0388392,0.0361523,-0.00034298,-0.00107411,0.079295,0.0286347
2017.5,9.93235e-05,-0.00304644,0.0499022,-0.00696672,0,0,-0.0380095,0.0370552,-0.000372687,-0.00106103,0.0801406,0.026288
2018.2,-6.41992e-05,-0.00307582,0.0498545,-0.0074053,0,0,-0.037129,0.0379376,-0.000437192,-0.00104886,0.0808814,0.0239201
2018.9,-0.000185746,-0.00310751,0.0499077,-0.00789027,0,0,-0.0363363,0.038886,-0.000471454,-0.0010314,0.0817741,0.0215765
2019.6,-0.00032991,-0.00312554,0.0498143,-0.00830112,0,0,-0.0354155,0.0397069,-0.000517537,-0.00100459,0.0823121,0.019166
2020.3,-0.000462767,-0.00318672,0.0498867,-0.00877526,0,0,-0.0345827,0.0406222,-0.000591642,-0.00100066,0.0830625,0.0167485
2021,-0.000625675,-0.00317314,0.0497927,-0.00921986,0,0,-0.0336394,0.0413957,-0.00061329,-0.0009802,0.0834889,0.0143306
2021.7,-0.000768301,-0.00319377,0.0497503,-0.00965062,0,0,-0.0326624,0.0421967,-0.000669504,-0.00094994,0.0839496,0.0118614
2022.4,-0.000900238,-0.00321823,0.0497557,-0.0101144,0,0,-0.0317409,0.0430081,-0.000685147,-0.000916753,0.0843695,0.00940391
2023.1,-0.00106862,-0.00319897,0.0497394,-0.0105916,0,0,-0.0307346,0.0437587,-0.000748696,-0.00089742,0.0847074,0.00689948
2023.8,-0.00119491,-0.0032218,0.049701,-0.0110151,0,0,-0.0297829,0.0445257,-0.000763824,-0.000857106,0.0849644,0.00443786
2024.5,-0.00137037,-0.00320249,0.0496038,-0.0114801,0,0,-0.0287301,0.0452207,-0.000809366,-0.000821095,0.0850823,0.00190707
2025.2,-0.00152025,-0.00317326,0.0495852,-0.011937,0,0,-0.0277248,0.0459078,-0.000847903,-0.000780115,0.085207,-0.000575367
2025.9,-0.00169038,-0.00313024,0.0495202,-0.0123758,0,0,-0.0266616,0.0465939,-0.000870528,-0.000751497,0.0852112,-0.00310721
2026.6,-0.00182395,-0.0031355,0.0494816,-0.0128426,0,0,-0.0256351,0.0472634,-0.000892849,-0.000706959,0.0851829,-0.00559132
2027.3,-0.00199162,-0.00309176,0.0493503,-0.0132788,0,0,-0.0244831,0.0478233,-0.000923959,-0.000661892,0.0849707,-0.00812746
2028,-0.00215254,-0.00303872,0.0493243,-0.0136979,0,0,-0.0234357,0.0484469,-0.000968044,-0.000640734,0.0847975,-0.0106086
2028.7,-0.00229334,-0.00299763,0.0492524,-0.014196,0,0,-0.0223409,0.0490427,-0.00101151,-0.000612479,0.0845289,-0.0131394
2029.4,-0.00246111,-0.00293495,0.0491998,-0.0146196,0,0,-0.0212188,0.0495724,-0.00104067,-0.000555198,0.0842088,-0.0156059
2030.1,-0.00238775,-0.00240125,0.0416576,-0.015209,0,0,-0.0151847,0.0439819,-0.000910697,-0.000400294,0.0719796,-0.0194852
2030.8,-0.00250916,-0.00230476,0.0414041,-0.0155729,0,0,-0.0141004,0.0441775,-0.000946133,-0.000351928,0.0711869,-0.02157
2031.5,-0.00262696,-0.00219475,0.0413993,-0.0159376,0,0,-0.0131324,0.0446297,-0.000941919,-0.000304744,0.0707464,-0.0236819
2032.2,-0.00272557,-0.0021272,0.041333,-0.0163437,0,0,-0.0121487,0.044971,-0.000962982,-0.000268417,0.0701066,-0.0257738
2032.9,-0.00288889,-0.00203193,0.0411214,-0.0167085,0,0,-0.0110448,0.0451787,-0.00096853,-0.000222878,0.0692375,-0.0278272
2033.6,-0.00298556,-0.0019626,0.0410764,-0.017076,0,0,-0.0100673,0.0455274,-0.000987996,-0.000194372,0.0685255,-0.0298574
2034.3,-0.00309856,-0.00187034,0.0409472,-0.0174635,0,0,-0.00899616,0.0457498,-0.00101523,-0.000145402,0.0676587,-0.031858
2035,-0.00320451,-0.00173629,0.040765,-0.0178291,0,0,-0.00793447,0.0459136,-0.000985569,-0.000103212,0.0666485,-0.0338341
2035.7,-0.00329578,-0.00162317,0.0407372,-0.0181779,0,0,-0.00694813,0.0461713,-0.00100717,-6.42987e-05,0.0658005,-0.0358017
2036.4,-0.0034133,-0.00154188,0.0406969,-0.0185874,0,0,-0.00591074,0.0464629,-0.00102824,-1.90912e-05,0.0648763,-0.0377961
2037.1,-0.00351785,-0.00141793,0.0405172,-0.0189046,0,0,-0.00486273,0.046588,-0.00103336,3.10686e-05,0.0637554,-0.0396254
2037.8,-0.00359356,-0.00128699,0.0403238,-0.0193011,0,0,-0.00372721,0.0466358,-0.00103534,6.42317e-05,0.0625227,-0.0415072
2038.5,-0.00369219,-0.00113643,0.0402133,-0.0196481,0,0,-0.00268559,0.0467308,-0.00101796,0.000113858,0.0613287,-0.0433185
2039.2,-0.00377887,-0.00101459,0.0401644,-0.0200449,0,0,-0.00164039,0.0469536,-0.00101205,0.000140838,0.0602326,-0.0452246
2039.9,-0.00385707,-0.000871328,0.0399396,-0.0203733,0,0,-0.000581723,0.0469171,-0.00102255,0.000189775,0.0588263,-0.0468993
2040.6,-0.00393245,-0.000735801,0.039797,-0.0207363,0,0,0.000504188,0.0469142,-0.00101264,0.000240831,0.0574398,-0.0486154
2041.3,-0.0040028,-0.000577902,0.0397607,-0.0211281,0,0,0.00154538,0.0470545,-0.00101401,0.000302256,0.0561974,-0.0503675
2042,-0.00405835,-0.000422899,0.0395457,-0.0214325,0,0,0.00264596,0.0469832,-0.00101504,0.00034729,0.0546674,-0.0519926
2042.7,-0.00407973,-0.000284044,0.0392848,-0.0217617,0,0,0.00370239,0.0468015,-0.00101861,0.000378823,0.0530216,-0.0534788
2043.4,-0.00414509,-0.000124856,0.0392002,-0.0221688,0,0,0.00475599,0.046839,-0.000993931,0.000432481,0.0515765,-0.0551329
2044.1,-0.00419591,4.3004e-05,0.0390766,-0.0225178,0,0,0.00583459,0.0467585,-0.000977851,0.000462197,0.0500383,-0.0566398
2044.8,-0.00422182,0.000198584,0.038807,-0.0228362,0,0,0.00687725,0.0465663,-0.000966914,0.000513924,0.0482978,-0.0580094
2045.5,-0.00424741,0.000362472,0.0386677,-0.0231618,0,0,0.00792867,0.0464497,-0.000925476,0.000543867,0.0466457,-0.0594029
2046.2,-0.00427316,0.000555092,0.0384687,-0.0234998,0,0,0.00899963,0.0462182,-0.000908958,0.000569657,0.0448774,-0.0607503
2046.9,-0.00430345,0.000708849,0.0383834,-0.0238668,0,0,0.0100533,0.046136,-0.000903114,0.000620009,0.0432373,-0.0621585
2047.6,-0.00430105,0.000891286,0.0381516,-0.0242157,0,0,0.0111056,0.0458349,-0.00086933,0.000664896,0.0413591,-0.0633525
2048.3,-0.00428367,0.00102864,0.0379042,-0.0245066,0,0,0.0121236,0.0455651,-0.000864635,0.00072105,0.0394857,-0.0644481
2049,-0.00427579,0.0012179,0.0377372,-0.0248597,0,0,0.0131666,0.0452978,-0.000812415,0.000736337,0.037626,-0.065658
2049.7,-0.00425176,0.0014047,0.0374763,-0.0251882,0,0,0.0141624,0.0449338,-0.000805211,0.000784553,0.0356691,-0.0666715
2050.4,-0.00423075,0.00153558,0.0374363,-0.0255426,0,0,0.0152339,0.0448039,-0.000770644,0.000823092,0.0339103,-0.0678631
2051.1,-0.00422347,0.00169863,0.0372028,-0.0258624,0,0,0.0162231,0.044417,-0.000750832,0.000865423,0.0318921,-0.0687962
2051.8,-0.00418129,0.00188494,0.0369585,-0.0261957,0,0,0.0172106,0.0440443,-0.000707405,0.000869597,0.0298695,-0.0696637
2052.5,-0.00412425,0.00207553,0.0367987,-0.0265138,0,0,0.0182172,0.0436774,-0.000655328,0.00092685,0.0278718,-0.0705617
2053.2,-0.00408534,0.00222829,0.0365316,-0.0268209,0,0,0.0191962,0.0432098,-0.000642987,0.000952753,0.0258064,-0.0713017
2053.9,-0.00401832,0.00240312,0.0362343,-0.0270838,0,0,0.0201439,0.0426901,-0.00060605,0.000976765,0.0236447,-0.0719011
2054.6,-0.00393788,0.0025742,0.036129,-0.0274714,0,0,0.0211409,0.0423652,-0.000560495,0.00102235,0.0216707,-0.0727465
2055.3,-0.00386485,0.00273461,0.0358375,-0.0277266,0,0,0.0220485,0.0418213,-0.000533237,0.00104467,0.0195147,-0.0732435
2056,-0.00380532,0.00289575,0.0356289,-0.028077,0,0,0.0230127,0.0413312,-0.000490887,0.00107666,0.0174069,-0.073826
2056.7,-0.00372198,0.00305551,0.0353682,-0.0283759,0,0,0.0239568,0.0407897,-0.000433247,0.00107747,0.0152721,-0.074297
2057.4,-0.00361695,0.00321751,0.0351538,-0.0286833,0,0,0.0248645,0.0402572,-0.000377768,0.00112016,0.0131112,-0.0747128
2058.1,-0.00352092,0.00337283,0.034965,-0.0290178,0,0,0.0258085,0.0397557,-0.000368564,0.00112727,0.0109904,-0.0751754
2058.8,-0.00341461,0.00350789,0.0348149,-0.0293525,0,0,0.0267093,0.0392292,-0.000298738,0.00116509,0.00884461,-0.0755757
2059.5,-0.00330268,0.00367615,0.0345011,-0.029584,0,0,0.0275655,0.0385441,-0.000268695,0.00116755,0.00662795,-0.0756865
2060.2,-0.00316982,0.0037896,0.0341816,-0.0298476,0,0,0.0283728,0.0378598,-0.00020488,0.00116545,0.00441777,-0.0757455
2060.9,-0.0030462,0.0039255,0.0339819,-0.0301887,0,0,0.0292685,0.0372359,-0.00016567,0.00117865,0.00224296,-0.0759076
2061.6,-0.00289753,0.00406221,0.0337148,-0.0304396,0,0,0.03006,0.0365469,-0.000124505,0.00121053,6.76644e-05,-0.0758965
2062.3,-0.00278553,0.00418409,0.0334555,-0.0307605,0,0,0.0309124,0.035931,-8.88443e-05,0.00123267,-0.00216112,-0.0759317
2063,-0.00260243,0.00431135,0.0331943,-0.0310532,0,0,0.0317158,0.035189,-3.16675e-05,0.00123509,-0.00433033,-0.0758036
2063.7,-0.00248073,0.00442286,0.0330393,-0.0313972,0,0,0.0326012,0.0345888,2.87031e-05,0.00123798,-0.00649583,-0.0758509
2064.4,-0.00230637,0.00450299,0.0327039,-0.0315894,0,0,0.0332664,0.0337587,5.89874e-05,0.00126278,-0.00868371,-0.0754572
2065.1,-0.00216384,0.0046357,0.0324176,-0.0318808,0,0,0.0340409,0.0329854,0.000113721,0.00125692,-0.010858,-0.0751916
2065.8,-0.00198248,0.00470636,0.0321228,-0.0321272,0,0,0.0347892,0.0321934,0.000195004,0.00126687,-0.0130476,-0.0747852
2066.5,-0.00183239,0.00480049,0.0319095,-0.03244,0,0,0.0355018,0.0314597,0.000231998,0.00121273,-0.015171,-0.0744783
2067.2,-0.0016354,0.0048891,0.031739,-0.0327365,0,0,0.0362775,0.0307503,0.000288489,0.00123084,-0.0173096,-0.0741396
2067.9,-0.00147014,0.00497591,0.0314788,-0.0330816,0,0,0.0370308,0.0299603,0.000339696,0.00124846,-0.0194814,-0.0737367
2068.6,-0.00127303,0.00501666,0.0311172,-0.0332814,0,0,0.0376229,0.0290109,0.000378759,0.00122753,-0.0215791,-0.0729324
2069.3,-0.00111783,0.00509944,0.0309373,-0.0336025,0,0,0.0383479,0.0282994,0.000431678,0.00122386,-0.0236927,-0.0724867
2070,-0.000920257,0.00513901,0.0305812,-0.0338071,0,0,0.038913,0.0273205,0.000493701,0.0012302,-0.0257727,-0.0716166
2070.7,-0.000719252,0.00518767,0.0303541,-0.0340981,0,0,0.0395794,0.026523,0.000521431,0.00121343,-0.0278251,-0.0709553
2071.4,-0.000537976,0.0052192,0.0299369,-0.0342792,0,0,0.0400683,0.0255142,0.000559292,0.00120862,-0.0298361,-0.0699094
2072.1,-0.000358454,0.00525988,0.0297565,-0.0346146,0,0,0.0407275,0.02468,0.000653942,0.00116827,-0.0319037,-0.0692092
2072.8,-0.000145388,0.00526822,0.0294587,-0.0348729,0,0,0.0412818,0.02377,0.000690715,0.00115035,-0.033895,-0.0682477
2073.5,2.63979e-05,0.00530513,0.0291698,-0.0351082,0,0,0.0418143,0.0228408,0.000732359,0.00112169,-0.0358438,-0.0672759
2074.2,0.000243309,0.00530788,0.0288872,-0.0354019,0,0,0.0423418,0.021882,0.00078118,0.00111091,-0.0377916,-0.0661954
2074.9,0.000428236,0.00530564,0.0285973,-0.0356086,0,0,0.0428108,0.0209448,0.000817237,0.00107913,-0.0396584,-0.0651052
2075.6,0.000634779,0.00529734,0.0282333,-0.0358171,0,0,0.0432693,0.0199293,0.000860161,0.0010494,-0.0415466,-0.0638561
2076.3,0.000840492,0.00527029,0.0279476,-0.0360814,0,0,0.0437337,0.0189836,0.000893821,0.00102317,-0.0433661,-0.0626802
2077,0.00102708,0.0052489,0.0276571,-0.0363537,0,0,0.0441801,0.0180155,0.000976539,0.000978636,-0.0452144,-0.061438
2077.7,0.00124742,0.00522341,0.0274278,-0.0366647,0,0,0.044698,0.0170805,0.00101681,0.000981302,-0.0470306,-0.0602735
2078.4,0.00142839,0.00518233,0.0271432,-0.0369132,0,0,0.0451133,0.0160605,0.00104195,0.000937346,-0.048782,-0.0589078
2079.1,0.0016126,0.00513642,0.0268174,-0.0371368,0,0,0.045464,0.0150301,0.0010942,0.000888477,-0.0504676,-0.0574455
2079.8,0.00182137,0.00507786,0.0264327,-0.0373028,0,0,0.0456881,0.0139468,0.00112101,0.000868537,-0.0520197,-0.0558371
2080.5,0.00199602,0.00502203,0.0261949,-0.0375973,0,0,0.0461045,0.0129727,0.001168,0.000802283,-0.0537029,-0.0544432
2081.2,0.0021974,0.00492575,0.0258344,-0.0377637,0,0,0.0463212,0.0118798,0.00120615,0.000791124,-0.0551973,-0.052785
2081.9,0.00238906,0.004855,0.0255474,-0.0380234,0,0,0.0466431,0.0108418,0.00123612,0.000712005,-0.0567701,-0.0512064
2082.6,0.00255372,0.00477256,0.025198,-0.0382216,0,0,0.0468591,0.00975002,0.00128623,0.000672532,-0.0582218,-0.0495145
2083.3,0.00273883,0.00469016,0.0249212,-0.0384837,0,0,0.0471505,0.00873975,0.00130646,0.000636621,-0.059698,-0.0478971
2084,0.00292163,0.00458214,0.0245834,-0.0386981,0,0,0.0473256,0.00763707,0.00133403,0.000584457,-0.0610493,-0.0460959
2084.7,0.00309264,0.00446322,0.0242136,-0.0388741,0,0,0.0474582,0.00652602,0.00138533,0.000558992,-0.0623259,-0.044253
2085.4,0.00324271,0.00434137,0.0238955,-0.0391074,0,0,0.0476507,0.00547779,0.00138565,0.000500871,-0.0636539,-0.0424745
2086.1,0.00339933,0.00421299,0.0236029,-0.0393247,0,0,0.0477987,0.00441715,0.0014363,0.000430103,-0.0648789,-0.0406459
2086.8,0.00356513,0.00408941,0.0232468,-0.0395595,0,0,0.0478866,0.00331231,0.0014725,0.000370599,-0.0660726,-0.0387372
2087.5,0.00372601,0.00394424,0.0228577,-0.0396773,0,0,0.0478847,0.00218409,0.0014568,0.000340702,-0.0670481,-0.0367082
2088.2,0.00387104,0.00382009,0.022578,-0.0399434,0,0,0.0480294,0.00114361,0.00146383,0.000291166,-0.0681999,-0.0348441
2088.9,0.004005,0.00366171,0.0222616,-0.0401975,0,0,0.0481087,9.57499e-06,0.00149842,0.000226306,-0.0692635,-0.0328698
2089.6,0.00413121,0.00350695,0.0219423,-0.0403904,0,0,0.0481368,-0.00106093,0.00150577,0.000186754,-0.0702175,-0.0308558
2090.3,0.0042648,0.00334153,0.0215757,-0.0405599,0,0,0.0481096,-0.00218378,0.00149432,0.000117614,-0.0711365,-0.0287774
2091,0.00440182,0.00317194,0.0212704,-0.0408173,0,0,0.0481325,-0.00326727,0.00154742,6.6388e-05,-0.0720205,-0.0267684
2091.7,0.00449709,0.00301738,0.0208677,-0.0409642,0,0,0.0479794,-0.00437968,0.00154272,5.28665e-06,-0.0726938,-0.0245774
2092.4,0.00459918,0.00284501,0.0205305,-0.041114,0,0,0.0478697,-0.00545088,0.00155624,-7.03674e-05,-0.0733444,-0.0224615
2093.1,0.00468394,0.00266059,0.0202028,-0.0413348,0,0,0.0478048,-0.0065844,0.00157666,-0.000121406,-0.0740368,-0.020321
2093.8,0.00478181,0.00247097,0.0197861,-0.0414709,0,0,0.0475933,-0.00768475,0.00157024,-0.000173985,-0.0745392,-0.018106
2094.5,0.00487083,0.00229023,0.0194754,-0.0417022,0,0,0.0474873,-0.00877097,0.00156841,-0.000234481,-0.0751529,-0.0159628
2095.2,0.00493864,0.00210532,0.0191566,-0.0418917,0,0,0.0473116,-0.00984993,0.00155308,-0.000311258,-0.075638,-0.0137976
2095.9,0.00501438,0.00192248,0.018779,-0.0420755,0,0,0.0471015,-0.0109491,0.00154213,-0.000371002,-0.0760268,-0.0115502
2096.6,0.00507457,0.0017073,0.0184126,-0.0422219,0,0,0.0468263,-0.0120304,0.00156085,-0.000429105,-0.0763037,-0.00933224
2097.3,0.00512598,0.0015115,0.0180964,-0.0424806,0,0,0.046686,-0.0131376,0.0015359,-0.000504517,-0.0767191,-0.00711424
2098,0.00515283,0.00131571,0.0176454,-0.0425358,0,0,0.0462276,-0.0141811,0.00151761,-0.000553131,-0.076706,-0.00483053
2098.7,0.00521684,0.00112377,0.0173761,-0.0428272,0,0,0.0461199,-0.0152979,0.00149439,-0.000609611,-0.0771107,-0.00263256
2099.4,0.0052272,0.000923039,0.0170115,-0.0430259,0,0,0.0457813,-0.0163652,0.00148625,-0.000654247,-0.077172,-0.000365006
2100.1,0.00521915,0.000721576,0.0165999,-0.0430718,0,0,0.0452656,-0.0173561,0.00147037,-0.000723426,-0.0769898,0.00190488
2100.8,0.00522558,0.000515556,0.0161761,-0.0431697,0,0,0.0448355,-0.0183914,0.00144891,-0.000802946,-0.0768129,0.00417821
2101.5,0.00524547,0.000331864,0.0158464,-0.0433536,0,0,0.0444712,-0.0194507,0.00144478,-0.000852669,-0.076774,0.00641394
2102.2,0.00521864,0.000114828,0.0154916,-0.0435741,0,0,0.0440854,-0.0205429,0.00140467,-0.000898565,-0.0766334,0.00869451
2102.9,0.00518854,-7.7291e-05,0.0150867,-0.0436494,0,0,0.043547,-0.0215165,0.00137296,-0.000969372,-0.0762611,0.0109157
2103.6,0.00519178,-0.000265101,0.0147702,-0.0438605,0,0,0.0431425,-0.022556,0.00135916,-0.00102046,-0.0760703,0.0131487
2104.3,0.00513049,-0.000488529,0.0143069,-0.0438928,0,0,0.0425053,-0.0235156,0.00129477,-0.00106995,-0.0754823,0.0153942
2105,0.0050783,-0.000677399,0.013948,-0.0440679,0,0,0.0420397,-0.0245199,0.00126905,-0.00111059,-0.0750694,0.0176081
2105.7,0.00503419,-0.000885506,0.0136062,-0.0442026,0,0,0.0414924,-0.0254872,0.00121719,-0.00118156,-0.0745635,0.0197917
2106.4,0.00498162,-0.00104636,0.0132419,-0.0443779,0,0,0.0409723,-0.0264892,0.00118639,-0.00122558,-0.0740756,0.0219901
2107.1,0.00491928,-0.00124693,0.0128651,-0.0444923,0,0,0.0403547,-0.0274085,0.00114207,-0.00128179,-0.0733685,0.0241531
2107.8,0.00482642,-0.00141448,0.0124099,-0.0445652,0,0,0.039605,-0.0283591,0.00108406,-0.00133209,-0.0725112,0.0263179
2108.5,0.00473348,-0.001587,0.0120558,-0.0446889,0,0,0.0390172,-0.0292685,0.00105807,-0.00136546,-0.0717949,0.0284071
2109.2,0.00465415,-0.00174902,0.0116851,-0.0448334,0,0,0.0384018,-0.0302126,0.00100302,-0.00140628,-0.0709957,0.0305587
2109.9,0.0045609,-0.00193086,0.0113373,-0.0450129,0,0,0.0377694,-0.0311265,0.000977809,-0.00143206,-0.0701741,0.0326175
2110.6,0.00448683,-0.0021035,0.010897,-0.0450019,0,0,0.0369271,-0.0319487,0.000906396,-0.00147565,-0.0690001,0.0346521
2111.3,0.00432411,-0.0022613,0.0105184,-0.0451141,0,0,0.0362487,-0.0328204,0.00084346,-0.00152626,-0.068025,0.0366554
2112,0.00422006,-0.00238532,0.0100974,-0.0452469,0,0,0.0354658,-0.0336645,0.000792604,-0.00156119,-0.0669081,0.0386767
2112.7,0.00411454,-0.00252269,0.0097419,-0.0453402,0,0,0.034727,-0.0344736,0.000750494,-0.00159785,-0.0658185,0.040606
2113.4,0.00399919,-0.00267562,0.00938019,-0.0455347,0,0,0.0340353,-0.0353757,0.000685999,-0.0016476,-0.0647358,0.0425897
2114.1,0.00386774,-0.00280495,0.00901604,-0.0456545,0,0,0.0332367,-0.0361696,0.00063539,-0.0016695,-0.0635122,0.0444903
2114.8,0.00370426,-0.00295644,0.00855094,-0.045588,0,0,0.0322722,-0.0368676,0.000563768,-0.00167712,-0.0619935,0.0462688
2115.5,0.00357493,-0.00306686,0.00822423,-0.0458323,0,0,0.031575,-0.0377168,0.000514742,-0.00172662,-0.060843,0.0481404
2116.2,0.00340277,-0.00317579,0.00780215,-0.0458011,0,0,0.0306251,-0.0383733,0.000450827,-0.00173123,-0.0592632,0.0498486
2116.9,0.00328298,-0.00328147,0.00739467,-0.0457796,0,0,0.0296711,-0.0390075,0.00039863,-0.00174335,-0.0576916,0.0514833
2117.6,0.00311063,-0.00336316,0.00702699,-0.0460176,0,0,0.0288942,-0.0398226,0.000331158,-0.00178207,-0.0563364,0.0532741
2118.3,0.00292239,-0.0034552,0.00659296,-0.0459734,0,0,0.0278719,-0.0404019,0.000253217,-0.00179317,-0.0546105,0.0547967
2119,0.00278732,-0.00352975,0.00624716,-0.0461171,0,0,0.0270288,-0.0411201,0.000188601,-0.00181914,-0.0531056,0.0564356
2119.7,0.0026015,-0.00364453,0.00583965,-0.046152,0,0,0.0260692,-0.041725,0.000123469,-0.00181793,-0.0514364,0.0579892
2120.4,0.00242042,-0.00366802,0.00541889,-0.0461517,0,0,0.0250846,-0.0423022,5.23697e-05,-0.00182277,-0.0496485,0.0594058
2121.1,0.00227645,-0.00376497,0.0050679,-0.0463533,0,0,0.0241801,-0.0430016,-1.23192e-05,-0.00184456,-0.0480543,0.0609803
2121.8,0.00210213,-0.00378874,0.00466727,-0.04638,0,0,0.0231802,-0.0435443,-5.26425e-05,-0.00185469,-0.0462385,0.0623523
2122.5,0.00191653,-0.00380419,0.00424182,-0.0462818,0,0,0.0220882,-0.0439073,-0.00014533,-0.00182691,-0.044213,0.0634689
2123.2,0.00171811,-0.00385071,0.0038958,-0.0464804,0,0,0.0211745,-0.0445693,-0.000211085,-0.0018526,-0.0425302,0.064932
2123.9,0.00156423,-0.00385419,0.00346326,-0.0464278,0,0,0.020088,-0.045006,-0.000283887,-0.00182912,-0.0405047,0.0660493
2124.6,0.0013973,-0.00387048,0.00312043,-0.0466249,0,0,0.019193,-0.0456459,-0.000362726,-0.00181645,-0.0387782,0.067408
2125.3,0.00120815,-0.00385814,0.00271403,-0.0466173,0,0,0.0180955,-0.046043,-0.000417356,-0.00183556,-0.0367547,0.0684621
2126,0.0010429,-0.00385428,0.0023193,-0.0465534,0,0,0.0170061,-0.0463487,-0.000486615,-0.00182962,-0.0346644,0.0693839
2126.7,0.000861026,-0.00384824,0.00189211,-0.0465848,0,0,0.0159232,-0.0467578,-0.000556932,-0.00179792,-0.0326206,0.0703839
2127.4,0.000698317,-0.00380606,0.0015179,-0.0466188,0,0,0.0148876,-0.0471226,-0.000635586,-0.00177093,-0.0306146,0.0713118
2128.1,0.000512542,-0.00380077,0.00111012,-0.0466299,0,0,0.013776,-0.047472,-0.000697243,-0.00177265,-0.0284825,0.0721764
2128.8,0.000352628,-0.00373645,0.000725017,-0.0466491,0,0,0.0127,-0.0477512,-0.000743903,-0.00173367,-0.0263801,0.0729404
2129.5,0.000197635,-0.00369998,0.00032793,-0.0467505,0,0,0.0116187,-0.0481544,-0.000827848,-0.00172001,-0.0243101,0.0738121
2130.2,4.18022e-05,-0.00364505,-5.6204e-05,-0.0467142,0,0,0.0105231,-0.0483847,-0.00088688,-0.00169663,-0.0221482,0.0744445
